0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle1.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle2.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle3.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle4.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle5.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle6.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle7.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle8.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle9.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle10.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle11.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle12.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle13.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle14.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
0,9.0,0.0,45.0,5.0,5.0,5.0,1.0,45.0,45.0,9.0,9.0,9.0,45.0,1.0,1.0,1.0,5.0,5.0,5.0,45.0,45.0,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,"ModeResult(mode=array([1]), count=array([9]))",benchmark_puzzles/benchmarks3x3/0/puzzle15.txt,3.0,100.0,9.0,9.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,405.0
