,column_complete,column_empty,highest_column_sum,highest_max_column,highest_max_row,highest_max_subgrid,highest_occ_puzzle,highest_row_sum,highest_subgrid_sum,iqr_puzzle,largest_column,largest_row,largest_subgrid,least_column_sum,least_condition_bin,least_condition_for_solution,least_highest_column,least_highest_row,least_highest_subgrid,least_max_column,least_max_row,least_max_subgrid,least_row_sum,least_subgrid_sum,lowest_occ_puzzle,max_clique,max_degree,max_num_edges,max_occurence,maxmissing_num_edges,maxratio_row,mean_add,mean_mul,mean_puzzle,min_occurence,minmax_column,minmax_row,minmax_subgrid,minratio_column,minratio_row,minratio_subgrid,missing_domain,missing_nodes,multiply_size,name_puzzle,num_domain,num_nodes,occ_max,occ_min,order_puzzle,percent_puzzle,puzzle_diagonal,range_max_clique,rangeminmax_subgrid,rangemintotalsubgrid,row_complete,row_empty,sd_column_add,sd_row_add,sd_subgrid_add,sdsize_row,sdsizesubgrid,set_cover,size_diagonal,size_puzzle,smallest_column,smallest_row,smallest_subgrid,subgrids_complete,subgrids_empty,sum_puzzle,sum_ratio_puzzle,total_edges,flatintvarschuf,flatintconstraintschuf,flattimechuf,comtime,algo
380,4,0,136,1,1,1,5,136,136,9,16,16,16,80,1,16,0.588235294117647,0.801470588235294,0.742647058823529,0.588235294117647,0.801470588235294,0.742647058823529,109,101,14,16,39,4543,16,449,1,136,20922789888000,7.83984375,14,0.5625,0.8125,0.8125,0.5625,0.8125,0.8125,0,23,20922789888000,benchmark_puzzles/benchmarks4x4/10/puzzle1.txt,16,233,16,13,4,91.015625,0,0,3,0,3,0,17.318703762118,13.3907617408421,14.4330350238611,0.963932916061417,1.03077640640442,1,13,16,9,13,13,3,0,169,0.922334558823529,4992,23,48,0.0354891,0.006146,ortl
381,4,0,136,1,1,1,11,136,136,9,16,16,16,108,1,16,0.794117647058823,0.764705882352941,0.808823529411765,0.794117647058823,0.764705882352941,0.808823529411765,104,110,3,16,39,4504,14,488,1,136,20922789888000,7.7734375,3,0.75,0.6875,0.75,0.75,0.6875,0.75,0,25,20922789888000,benchmark_puzzles/benchmarks4x4/10/puzzle10.txt,16,231,16,11,4,90.234375,0,0,4,0,4,0,14.5516322108552,15.1986841535707,14.2214626533279,1.45916642870739,1.09354164682162,1,15,16,12,11,12,3,0,186,0.914522058823529,4992,25,48,0.0368337,0.006086,ortl
382,4,0,136,1,1,1,1,136,136,9,16,16,16,96,1,16,0.705882352941176,0.647058823529412,0.669117647058823,0.705882352941176,0.647058823529412,0.669117647058823,88,91,7,16,39,4582,1,410,1,136,20922789888000,7.703125,7,0.75,0.75,0.75,0.75,0.75,0.75,0,21,20922789888000,benchmark_puzzles/benchmarks4x4/10/puzzle11.txt,16,235,16,13,4,91.796875,0,0,4,0,3,0,16.5113597259584,17.208282889353,17.9617649466861,1.07819293264239,1.25,1,15,16,12,12,12,5,0,204,0.90625,4992,21,48,0.0381252,0.00608,ortl
383,3,0,136,1,0.977941176470588,1,1,133,136,9,16,15,16,99,1,16,0.727941176470588,0.75187969924812,0.669117647058823,0.727941176470588,0.735294117647059,0.669117647058823,100,91,16,16,39,4407,1,585,0.9375,136,20922789888000,7.375,16,0.75,0.8,0.75,0.75,0.75,0.75,0,30,20922789888000,benchmark_puzzles/benchmarks4x4/10/puzzle12.txt,16,226,16,12,4,88.28125,0,0,4,0,0,0,21.4096940660066,20.8806130178211,22.4555115728856,0.957427107756338,1.31021626713557,1,15,16,12,12,12,2,0,288,0.867647058823529,4992,30,48,0.034749,0.006094,ortl
384,6,0,136,1,1,1,4,136,136,8.25,16,16,16,98,1,16,0.720588235294118,0.779411764705882,0.786764705882353,0.720588235294118,0.779411764705882,0.786764705882353,106,107,9,16,39,4563,11,429,1,136,20922789888000,7.78125,9,0.75,0.75,0.8125,0.75,0.75,0.8125,0,22,20922789888000,benchmark_puzzles/benchmarks4x4/10/puzzle13.txt,16,234,16,12,4,91.40625,1,0,3,0,4,0,16.431676725155,14.7351620282914,14.5516322108552,1.20415945787923,1.08781125813871,1,16,16,12,12,13,3,0,184,0.915441176470588,4992,22,48,0.0336464,0.006076,ortl
385,6,0,136,1,1,1,1,136,136,9,16,16,16,87,1,16,0.639705882352941,0.566176470588235,0.617647058823529,0.639705882352941,0.566176470588235,0.617647058823529,77,84,11,16,39,4524,1,468,1,136,20922789888000,7.58203125,11,0.75,0.6875,0.75,0.75,0.6875,0.75,0,24,20922789888000,benchmark_puzzles/benchmarks4x4/10/puzzle14.txt,16,232,16,12,4,90.625,0,0,4,0,3,0,20.8641438837063,21.1024287701677,21.3556198692522,1.31656117720877,1.50554530541816,1,14,16,12,11,12,5,0,235,0.892003676470588,4992,24,48,0.0361229,0.006261,ortl
386,4,0,136,1,1,1,2,136,136,8,16,16,16,111,1,16,0.816176470588235,0.727941176470588,0.816176470588235,0.816176470588235,0.727941176470588,0.816176470588235,99,111,4,16,39,4641,16,351,1,136,20922789888000,8.00390625,4,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0,18,20922789888000,benchmark_puzzles/benchmarks4x4/10/puzzle15.txt,16,238,16,13,4,92.96875,0,0,3,0,6,0,11.0255385356,12.8622509694066,11.8611761642765,1.08781125813871,1.02469507659596,1,13,16,13,13,13,5,0,127,0.941636029411765,4992,18,48,0.034411,0.00604,ortl
387,2,0,136,1,1,1,4,136,136,9,16,16,16,96,1,16,0.705882352941176,0.779411764705882,0.794117647058823,0.705882352941176,0.779411764705882,0.794117647058823,106,108,1,16,39,4465,14,527,1,136,20922789888000,7.76953125,1,0.6875,0.75,0.75,0.6875,0.75,0.75,0,27,20922789888000,benchmark_puzzles/benchmarks4x4/10/puzzle16.txt,16,229,16,10,4,89.453125,0,0,4,0,3,0,16.1225773373862,15.4414215666823,15.1966279154291,1.19547758936195,1.30224165704117,1,15,16,11,12,12,4,0,187,0.9140625,4992,27,48,0.0360164,0.006097,ortl
388,5,0,136,1,1,1,5,136,136,9,16,16,16,107,1,16,0.786764705882353,0.742647058823529,0.823529411764706,0.786764705882353,0.742647058823529,0.823529411764706,101,112,10,16,39,4504,5,488,1,136,20922789888000,7.7890625,10,0.75,0.8125,0.75,0.75,0.8125,0.75,0,25,20922789888000,benchmark_puzzles/benchmarks4x4/10/puzzle17.txt,16,231,16,12,4,90.234375,0,0,4,0,3,0,15.5964739604822,14.6330106266619,14.4611548639796,1.09354164682162,1.20933866224478,1,15,16,12,13,12,4,0,182,0.916360294117647,4992,25,48,0.0353412,0.006085,ortl
389,3,0,136,1,1,1,6,136,136,8.25,16,16,16,103,1,16,0.757352941176471,0.860294117647059,0.705882352941176,0.757352941176471,0.860294117647059,0.705882352941176,117,96,4,16,39,4582,6,410,1,136,20922789888000,7.91796875,4,0.75,0.8125,0.6875,0.75,0.8125,0.6875,0,21,20922789888000,benchmark_puzzles/benchmarks4x4/10/puzzle18.txt,16,235,16,13,4,91.796875,0,0,5,0,3,0,13.4513010523146,11.3275107592092,15.0768862833146,0.873212459828649,1.40089257261219,1,15,16,12,13,11,4,0,149,0.931525735294117,4992,21,48,0.0384965,0.006096,ortl
390,4,0,136,1,1,1,2,136,136,9,16,16,16,88,1,16,0.647058823529412,0.669117647058823,0.625,0.647058823529412,0.669117647058823,0.625,91,85,9,16,39,4387,11,605,1,136,20922789888000,7.47265625,9,0.6875,0.75,0.6875,0.6875,0.75,0.6875,0,31,20922789888000,benchmark_puzzles/benchmarks4x4/10/puzzle19.txt,16,225,16,11,4,87.890625,0,0,5,0,3,0,21.5043600230279,20.7198576249935,21.4490675788016,1.23659478676997,1.43614066163451,1,15,16,11,12,11,4,0,263,0.879136029411765,4992,31,48,0.0381808,0.006106,ortl
